City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kourou,5.1552,-52.6478,29.03,80,21,3.46,GF,1701204238
364,cidade velha,14.9167,-23.6167,24.26,73,20,4.63,CV,1701204240
365,kajaani,64.2273,27.7285,-1.97,80,100,9.77,FI,1701204241
366,nyala,12.05,24.8833,25.09,24,3,6.63,SD,1701204242
367,nadym,65.5333,72.5167,-5.67,95,100,5.62,RU,1701204244
368,walvis bay,-22.9575,14.5053,17.27,83,35,4.84,NA,1701204245
369,chonchi,-42.6128,-73.8092,12.84,70,86,4.14,CL,1701204246
370,bamiantong,44.9333,130.5333,-18.5,96,100,2.15,CN,1701204248
371,okhotsk,59.3833,143.3,-11.58,91,100,3.04,RU,1701204249
372,necochea,-38.5473,-58.7368,23.68,54,91,4.03,AR,1701204196
373,balykshi,47.0667,51.8667,-2.0,93,11,3.0,KZ,1701204252
374,acatic,20.7833,-102.8833,23.99,39,100,0.81,MX,1701204253
375,kandyagash,49.4744,57.4233,-1.4,83,100,8.44,KZ,1701204254
376,victorica,-36.2151,-65.4359,26.54,59,93,6.09,AR,1701204256
377,las trojes,14.0667,-85.9833,26.32,56,9,2.96,HN,1701204257
378,macusani,-14.0833,-70.4333,7.47,82,100,1.65,PE,1701204258
379,motueka,-41.1333,173.0167,13.94,83,86,2.45,NZ,1701204260
380,ribeira brava,32.65,-17.0667,21.67,79,93,3.31,PT,1701204261
381,mar del plata,-38.0023,-57.5575,28.79,90,76,9.77,AR,1701204041
382,oros,-6.2444,-38.9136,29.09,50,94,1.83,BR,1701204266
383,rasht,37.2808,49.5832,11.69,90,100,1.56,IR,1701204255
384,willmar,45.1219,-95.0433,3.97,48,0,9.26,US,1701204269
385,el tigre,8.8875,-64.2454,28.74,58,53,4.55,VE,1701204270
386,puerto aysen,-45.4,-72.7,9.36,99,100,3.18,CL,1701204271
387,iowa falls,42.5225,-93.2513,0.15,64,40,4.63,US,1701204273
388,kotlas,61.2611,46.6556,-4.41,96,100,2.24,RU,1701204274
389,banda aceh,5.5577,95.3222,25.94,84,97,2.82,ID,1701204044
390,severnoye,56.3491,78.3619,-8.34,86,86,3.13,RU,1701204277
391,ungsang-nodongjagu,42.3578,130.4622,-7.19,49,21,5.11,KP,1701204278
392,buka,40.8108,69.1986,14.06,30,100,1.19,UZ,1701204280
393,luderitz,-26.6481,15.1594,19.49,71,65,11.14,NA,1701204281
394,tofol,5.3248,163.0078,27.2,78,100,9.86,FM,1701204284
395,aykhal,66.0,111.5,-18.53,97,100,4.03,RU,1701204285
396,zerbst,51.9667,12.0833,-1.59,96,81,1.13,DE,1701204286
397,sao gabriel da cachoeira,-0.1303,-67.0892,25.1,95,95,0.26,BR,1701204288
398,gunnison,38.7,-107.0673,1.06,44,0,0.11,US,1701204290
399,esperanza,19.5847,-70.9849,31.32,52,40,2.68,DO,1701204291
400,afaahiti,-17.75,-149.2833,28.93,84,100,9.86,PF,1701204292
401,sunland park,31.7965,-106.58,16.0,39,0,3.09,US,1701204294
402,kralendijk,12.15,-68.2667,29.99,70,40,8.23,BQ,1701204295
403,harper,4.375,-7.7169,26.3,81,100,2.57,LR,1701204296
404,yaren,-0.5472,166.916,28.88,73,99,1.99,NR,1701204298
405,assab,13.0092,42.7394,26.33,76,84,9.26,ER,1701204299
406,zaysan,47.4667,84.8667,-0.7,65,48,0.18,KZ,1701204300
407,eldorado,-23.7869,-54.2836,26.63,84,61,1.6,BR,1701204302
408,hailey,43.5196,-114.3153,7.72,50,0,4.12,US,1701204303
409,isla mujeres,21.2311,-86.731,26.76,73,94,9.29,MX,1701204304
410,santa cruz,-17.8,-63.1667,32.03,55,40,9.26,BO,1701204208
411,lanivtsi,49.8633,26.0908,-0.55,85,100,3.55,UA,1701204307
412,giado,31.9582,12.0203,12.86,31,25,4.61,LY,1701204310
413,barabai,-2.5833,115.3833,22.72,99,100,0.53,ID,1701204311
414,santa elena de uairen,4.6167,-61.1333,25.54,58,88,1.21,VE,1701204312
415,ravar,31.2656,56.8055,14.26,38,0,1.5,IR,1701204314
416,east ballina,-28.8667,153.5833,20.44,92,100,1.6,AU,1701204316
417,chui,-33.6971,-53.4616,21.51,83,82,6.33,UY,1701204317
418,acarau,-2.8856,-40.12,27.16,77,40,7.55,BR,1701204313
419,mae tha,18.4646,99.1403,19.8,90,98,0.57,TH,1701204320
420,bang nam priao,13.8474,101.0531,25.55,67,100,1.43,TH,1701204321
421,cam ranh,11.9214,109.1591,25.98,83,40,4.12,VN,1701204323
422,sisimiut,66.9395,-53.6735,-6.48,65,96,7.03,GL,1701204324
423,salekhard,66.53,66.6019,-11.12,94,100,6.92,RU,1701204121
424,qobustan,40.0824,49.412,10.27,74,30,1.97,AZ,1701204327
425,mbeya,-8.9,33.45,16.73,82,100,0.62,TZ,1701204328
426,albertina,-22.2008,-46.6158,20.96,87,94,1.05,BR,1701204329
427,jacmel,18.2342,-72.5347,32.91,67,44,2.32,HT,1701204332
428,naze,28.3667,129.4833,12.51,60,0,1.7,JP,1701204333
429,ardestan,33.3761,52.3694,11.77,52,0,1.09,IR,1701204334
430,chake chake,-5.2459,39.7666,25.27,88,59,1.81,TZ,1701204336
431,itoman,26.1247,127.6694,17.01,72,0,0.51,JP,1701204337
432,beykonak,36.3257,30.303,12.71,65,67,2.38,TR,1701204338
433,ashta,23.0167,76.7167,17.38,89,0,1.49,IN,1701204341
434,zhengjiatun,43.5064,123.5064,-14.27,81,14,4.87,CN,1701204342
435,el calafate,-50.3408,-72.2768,10.11,48,9,6.73,AR,1701204344
436,marsh harbour,26.5412,-77.0636,22.43,62,44,6.45,BS,1701204345
437,wum,6.3833,10.0667,20.21,80,71,1.58,CM,1701204346
438,crixas,-14.5489,-49.9692,33.13,30,73,0.74,BR,1701204303
439,sovetskaya gavan',48.9723,140.2878,-10.8,81,100,7.3,RU,1701204349
440,kupang,-10.1667,123.5833,26.32,100,100,1.03,ID,1701204350
441,nova vicosa,-17.8919,-39.3719,25.57,80,57,6.31,BR,1701204352
442,monrovia,6.3005,-10.7969,24.87,83,100,0.86,LR,1701204353
443,remire-montjoly,4.9167,-52.2667,29.02,74,20,5.14,GF,1701204354
444,shagonar,51.5333,92.8,-15.5,98,93,1.02,RU,1701204356
445,guozhen,34.3659,107.359,9.29,40,100,2.11,CN,1701204357
446,port saint john's,-31.6229,29.5448,20.88,81,97,7.19,ZA,1701204358
447,chernyshevskiy,63.0128,112.4714,-27.22,95,77,1.38,RU,1701204360
448,amos,48.5669,-78.1162,-10.11,89,100,5.28,CA,1701204362
449,ponta delgada,37.7333,-25.6667,19.4,88,75,2.06,PT,1701204363
450,rifle,39.5347,-107.7831,7.39,44,0,0.0,US,1701204365
451,iquitos,-3.7481,-73.2472,31.02,66,40,2.06,PE,1701204366
452,zabaykal'sk,49.6333,117.3167,-17.43,79,100,7.05,RU,1701204367
453,gubkinskiy,64.434,76.5026,-2.73,98,100,3.33,RU,1701204369
454,ankang,32.68,109.0172,12.31,65,100,0.15,CN,1701204371
455,kiruna,67.8557,20.2251,-5.49,86,100,6.69,SE,1701204373
456,klaksvik,62.2266,-6.589,2.51,62,100,8.08,FO,1701204341
457,roma,43.2128,-75.4557,-1.69,83,100,8.75,US,1701204122
458,la calera,-31.3438,-64.3353,34.03,44,20,9.26,AR,1701204377
459,haiku-pauwela,20.9219,-156.3051,26.81,68,20,3.09,US,1701204378
460,tuy hoa,13.0833,109.3,23.0,88,98,2.62,VN,1701204379
461,chernyshevsk,52.5243,117.0174,-23.02,96,85,0.26,RU,1701204381
462,ivins,37.1686,-113.6794,14.51,28,7,0.89,US,1701204382
463,cockburn town,21.4612,-71.1419,27.31,70,50,3.98,TC,1701204383
464,bulawayo,-20.15,28.5833,24.08,24,5,3.17,ZW,1701204254
465,san rafael del sur,11.8485,-86.4384,32.54,65,18,5.64,NI,1701204386
466,porto tolle,44.9497,12.3245,8.09,76,0,1.43,IT,1701204387
467,lerwick,60.1545,-1.1494,3.0,59,100,8.49,GB,1701204388
468,lensk,60.7253,114.9278,-21.14,96,53,3.56,RU,1701204390
469,coquimbo,-29.9533,-71.3436,17.85,72,40,6.17,CL,1701204126
470,namtsy,62.7161,129.6658,-27.9,100,100,1.68,RU,1701204392
471,queenstown,-31.8976,26.8753,15.59,74,95,3.21,ZA,1701204394
472,carutapera,-1.195,-46.02,27.05,76,46,4.07,BR,1701204395
473,bathsheba,13.2167,-59.5167,29.34,74,40,7.2,BB,1701204396
474,san luis,-33.295,-66.3356,31.2,35,52,3.99,AR,1701204398
475,lompoc,34.6391,-120.4579,22.1,45,0,4.12,US,1701204399
476,saynshand,44.8824,110.1163,-17.7,83,3,4.35,MN,1701204400
477,howard springs,-12.497,131.047,27.71,84,30,1.94,AU,1701204402
478,dolisie,-4.1997,12.6739,22.05,97,98,0.34,CG,1701204404
479,santyoku,37.4406,129.1708,1.32,54,7,4.38,KR,1701204405
480,jean-rabel,19.8533,-73.1917,28.01,65,74,3.92,HT,1701204406
481,kitahiroshima,42.9758,141.5672,-2.75,71,29,5.36,JP,1701204408
482,griffith,41.5284,-87.4237,-3.73,54,0,4.12,US,1701204409
483,malaryta,51.7905,24.074,-3.45,95,100,5.46,BY,1701204410
484,sitka,57.0531,-135.33,3.94,87,20,1.54,US,1701204412
485,araioses,-2.89,-41.9031,28.99,70,20,4.63,BR,1701204413
486,kilindoni,-7.9139,39.6668,26.94,80,96,4.98,TZ,1701204415
487,alicia,16.7794,121.6973,23.45,94,93,0.12,PH,1701204416
488,rosarito,32.3333,-117.0333,23.84,45,4,4.03,MX,1701204417
489,khorixas,-20.3667,14.9667,25.28,45,40,5.38,NA,1701204419
490,fort stockton,30.894,-102.8793,18.2,46,0,4.12,US,1701204420
491,'ain el melh,34.8415,4.1638,11.94,65,99,3.07,DZ,1701204421
492,pontianak,-0.0333,109.3333,24.99,94,100,0.51,ID,1701204295
493,san luis de la loma,17.2706,-100.8939,29.44,67,100,2.46,MX,1701204424
494,pama,11.2497,0.7075,31.52,26,2,1.76,BF,1701204427
495,agadez,19.75,10.25,21.01,18,0,1.99,NE,1701204429
496,antsiranana,-12.2787,49.2917,25.12,88,86,4.35,MG,1701204430
497,viedma,-40.8135,-62.9967,22.33,50,100,7.01,AR,1701204432
498,el sauzal de rodriguez,31.9,-116.6833,19.68,63,5,3.68,MX,1701204433
499,kerikeri,-35.2268,173.9474,18.28,89,79,0.89,NZ,1701204434
500,kargasok,59.0556,80.8572,-8.91,93,100,4.47,RU,1701204436
501,key west,24.5557,-81.7826,23.0,64,0,6.71,US,1701204437
502,ghadamis,30.1337,9.5007,15.33,32,96,3.07,LY,1701204438
503,jinchang,38.4953,102.1739,-5.46,56,32,2.1,CN,1701204439
504,haugesund,59.4138,5.268,-2.55,59,0,4.12,NO,1701204441
505,rexburg,43.826,-111.7897,6.97,36,0,0.82,US,1701204442
506,laojunmiao,39.8333,97.7333,-4.33,57,3,2.6,CN,1701204443
507,sirte,31.2089,16.5887,19.56,35,6,5.76,LY,1701204445
508,sochi,43.6,39.7303,3.05,66,54,5.32,RU,1701204382
509,skjern,55.95,8.5,-3.88,82,100,2.81,DK,1701204340
510,al wajh,26.2455,36.4525,21.97,46,0,2.57,SA,1701204450
511,daru,-9.0763,143.2092,26.63,85,100,1.86,PG,1701204451
512,mancio lima,-7.6142,-72.8958,32.04,58,40,3.6,BR,1701204453
513,cabinda,-5.55,12.2,26.08,89,20,1.54,AO,1701204455
514,kavarna,43.4333,28.3333,10.6,97,98,10.27,BG,1701204457
515,ylitornio,66.3089,23.6773,-4.39,84,100,6.44,FI,1701204459
516,machagai,-26.9261,-60.0496,30.0,68,85,2.94,AR,1701204460
517,mugia,43.1041,-9.2179,15.65,95,100,7.8,ES,1701204462
518,kenai,60.5544,-151.2583,1.16,93,100,3.09,US,1701204464
519,nizhniy ingash,56.2,96.53,-20.93,99,31,0.93,RU,1701204465
520,fengcheng,40.4536,124.0717,-6.13,43,53,1.69,CN,1701204466
521,belle fourche,44.6714,-103.8522,12.96,15,4,7.11,US,1701204468
522,salalah,17.0151,54.0924,25.05,73,0,1.03,OM,1701204206
523,urengoy,65.9667,78.3667,-8.79,95,100,4.53,RU,1701204469
524,luganville,-15.5333,167.1667,27.2,81,77,5.19,VU,1701204472
525,dazhou,31.2159,107.5009,14.55,66,100,2.3,CN,1701204474
526,aioun,16.6614,-9.6149,25.34,14,17,4.49,MR,1701204476
527,anapa,44.8908,37.3239,8.19,61,20,6.0,RU,1701204302
528,hoi an,15.8794,108.335,22.98,85,93,2.73,VN,1701204480
